PeakID (cmd=annotatePeaks.pl MYC_Cluster1_peaks.bed hg38 -d MYC_VEH_TagDir)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	MYC_VEH_TagDir Tag Count in given bp (58211597.5 Total, normalization factor = 0.17, effective total = 10000000)
1-19	chr7	158704345	158705727	+	235.1	NA	promoter-TSS (NM_001281933)	promoter-TSS (NM_001281933)	-232	NM_017760	54892		NM_017760	ENSG00000146918	NCAPG2	3KS|CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2	non-SMC condensin II complex subunit G2	protein-coding	234.92
1-20	chr1	156600727	156602109	+	234.8	NA	promoter-TSS (NM_015590)	promoter-TSS (NM_015590)	61	NM_182679	54865		NM_015590	ENSG00000160818	GPATCH4	GPATC4	G-patch domain containing 4 (gene/pseudogene)	protein-coding	234.83
1-21	chr11	65314852	65316234	+	233.7	NA	intron (NM_006779, intron 1 of 1)	CpG	677	NM_006779	10435		NM_006779	ENSG00000149798	CDC42EP2	BORG1|CEP2	CDC42 effector protein 2	protein-coding	233.63
1-22	chr4	120066094	120067476	+	232.9	NA	promoter-TSS (NM_002358)	promoter-TSS (NM_002358)	63	NM_002358	4085		NM_002358	ENSG00000164109	MAD2L1	HSMAD2|MAD2	mitotic arrest deficient 2 like 1	protein-coding	232.77
1-23	chr19	36053940	36055322	+	231.8	NA	promoter-TSS (NM_152658)	promoter-TSS (NM_152658)	131	NM_001331104	199745		NM_152658	ENSG00000161277	THAP8	-	THAP domain containing 8	protein-coding	231.83
1-24	chr1	1073436	1074818	+	231.1	NA	5' UTR (NM_001205252, exon 1 of 2)	5' UTR (NM_001205252, exon 1 of 2)	179	NM_001205252	401934		NM_001205252	ENSG00000237330	RNF223	-	ring finger protein 223	protein-coding	231.05
1-25	chr5	60699396	60700778	+	229.9	NA	promoter-TSS (NM_018369)	promoter-TSS (NM_018369)	79	NM_018369	55789		NM_018369	ENSG00000035499	DEPDC1B	BRCC3|XTP1	DEP domain containing 1B	protein-coding	229.94
1-26	chr12	53251645	53253027	+	225.2	NA	intron (NM_032889, intron 1 of 1)	intron (NM_032889, intron 1 of 1)	241	NM_032889	84975		NM_032889	ENSG00000182544	MFSD5	SLC61A1|hsMOT2	major facilitator superfamily domain containing 5	protein-coding	225.21
1-27	chr6	33390925	33392307	+	223.8	NA	promoter-TSS (NM_002263).3	promoter-TSS (NM_002263).3	-207	NM_002263	3833		NM_002263	ENSG00000237649	KIFC1	HSET|KNSL2	kinesin family member C1	protein-coding	223.75
1-28	chr16	23678153	23679535	+	223.2	NA	promoter-TSS (NM_005030)	promoter-TSS (NM_005030)	-45	NM_005030	5347		NM_005030	ENSG00000166851	PLK1	PLK|STPK13	polo like kinase 1	protein-coding	223.24
1-29	chr8	66521931	66523313	+	220.3	NA	Intergenic	Intergenic	29056	NM_152765	254778		NM_152765	ENSG00000169085	VXN	C8orf46	vexin	protein-coding	220.23
1-30	chr16	23640610	23641992	+	218.9	NA	promoter-TSS (NM_001199011)	promoter-TSS (NM_001199011)	9	NM_024675	79728		NM_024675	ENSG00000083093	PALB2	BROVCA5|FANCN|PNCA3	partner and localizer of BRCA2	protein-coding	218.86
1-31	chr1	156500541	156501923	+	217.7	NA	promoter-TSS (NM_005920)	promoter-TSS (NM_005920)	-457	NM_005920	4209		NM_005920	ENSG00000116604	MEF2D	-	myocyte enhancer factor 2D	protein-coding	217.65
1-32	chr12	53324362	53325744	+	217.7	NA	Intergenic	CpG	-3443	NM_015665	8086		NM_015665	ENSG00000094914	AAAS	AAA|AAASb|ADRACALA|ADRACALIN|ALADIN|GL003	aladin WD repeat nucleoporin	protein-coding	217.65
1-33	chr17	8222686	8224068	+	215.3	NA	intron (NR_026951, intron 1 of 2)	intron (NR_026951, intron 1 of 2)	666	NR_026951	284029		NM_173621	ENSG00000178977	LINC00324	C17orf44|NCRNA00324|RNA00324|TP53LC03	long intergenic non-protein coding RNA 324	ncRNA	215.25
1-34	chr5	892038	893420	+	215.1	NA	promoter-TSS (NM_001375863)	promoter-TSS (NM_001375863)	72	NM_001375862	65980		NM_023924	ENSG00000028310	BRD9	LAVS3040|PRO9856|SMARCI2	bromodomain containing 9	protein-coding	214.99
1-35	chr6	33453867	33455249	+	212.8	NA	promoter-TSS (NM_152735)	promoter-TSS (NM_152735)	-18	NM_152735	221504		NM_152735	ENSG00000213588	ZBTB9	ZNF919	zinc finger and BTB domain containing 9	protein-coding	212.84
1-36	chr3	10141454	10142836	+	212.0	NA	exon (NM_000551, exon 1 of 3)	exon (NM_000551, exon 1 of 3)	367	NM_198156	7428		NM_000551	ENSG00000134086	VHL	HRCA1|RCA1|VHL1|pVHL	von Hippel-Lindau tumor suppressor	protein-coding	211.99
1-37	chr11	65134062	65134164	+	211.8	NA	intron (NM_172230, intron 1 of 15)	CpG	406	NM_032431	84447		NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synoviolin 1	protein-coding	9.96
1-38	chr17	8248552	8249934	+	211.5	NA	promoter-TSS (NM_012393)	promoter-TSS (NM_012393)	-46	NM_012393	5198		NM_012393	ENSG00000178921	PFAS	FGAMS|FGAR-AT|FGARAT|GATD8|PURL	phosphoribosylformylglycinamidine synthase	protein-coding	211.47
1-39	chr4	1712181	1713563	+	211.4	NA	promoter-TSS (NM_001306074)	promoter-TSS (NM_001306074)	-553	NM_001306074	7884		NM_006527	ENSG00000163950	SLBP	HBP	stem-loop histone mRNA binding protein	protein-coding	211.38
1-40	chr6	33417432	33418814	+	208.6	NA	promoter-TSS (NM_001014837)	promoter-TSS (NM_001014837)	-16	NM_015921	51596		NM_015921	ENSG00000112514	CUTA	ACHAP|C6orf82	cutA divalent cation tolerance homolog	protein-coding	208.64
1-41	chr3	9986403	9987785	+	204.9	NA	non-coding (NR_103821, exon 1 of 3)	non-coding (NR_103821, exon 1 of 3)	201	NR_103821	442075		NM_001013730		EMC3-AS1	-	EMC3 antisense RNA 1	ncRNA	204.86
1-42	chr4	103075782	103077164	+	203.9	NA	5' UTR (NM_001300756, exon 1 of 10)	5' UTR (NM_001300756, exon 1 of 10)	288	NM_001370206	133308		NM_178833	ENSG00000164038	SLC9B2	NHA2|NHE10|NHEDC2	solute carrier family 9 member B2	protein-coding	203.91
1-43	chr22	41946150	41947532	+	202.0	NA	promoter-TSS (NM_001304370)	promoter-TSS (NM_001304370)	-87	NM_001304370	79019		NM_024053	ENSG00000100162	CENPM	C22orf18|CENP-M|PANE1	centromere protein M	protein-coding	201.76
1-44	chr10	92573421	92574803	+	201.9	NA	promoter-TSS (NM_001322796)	promoter-TSS (NM_001322796)	-17	NR_136399	3416		NM_004969	ENSG00000119912	IDE	INSULYSIN	insulin degrading enzyme	protein-coding	201.76
1-45	chr12	6851787	6853169	+	201.0	NA	intron (NM_001382588, intron 1 of 18)	CpG	328	NR_168457	8078		NM_003481	ENSG00000111667	USP5	ISOT	ubiquitin specific peptidase 5	protein-coding	200.90
1-46	chr15	89574746	89576128	+	200.0	NA	promoter-TSS (NM_152259)	promoter-TSS (NM_152259)	-32	NM_152259	90381		NM_152259	ENSG00000140534	TICRR	C15orf42|SLD3|Treslin	TOPBP1 interacting checkpoint and replication regulator	protein-coding	199.96
1-47	chr4	173334160	173335542	+	199.0	NA	promoter-TSS (NM_002129)	promoter-TSS (NM_002129)	-493	NM_002129	3148		NM_002129	ENSG00000164104	HMGB2	HMG2	high mobility group box 2	protein-coding	198.93
1-48	chr2	214809095	214810477	+	198.2	NA	promoter-TSS (NM_001282549)	promoter-TSS (NM_001282549)	-103	NR_104215	580		NM_000465	ENSG00000138376	BARD1	-	BRCA1 associated RING domain 1	protein-coding	198.24
1-49	chr12	53299158	53300540	+	195.6	NA	TTS (NM_002624)	TTS (NM_002624)	154	NM_021640	60314		NM_021640	ENSG00000139637	MYG1	C12orf10|Gamm1|MST024|MSTP024|MYG	MYG1 exonuclease	protein-coding	195.58
1-50	chr2	96304958	96306340	+	195.0	NA	promoter-TSS (NM_014014)	promoter-TSS (NM_014014)	-103	NM_014014	23020		NM_014014	ENSG00000144028	SNRNP200	ASCC3L1|BRR2|HELIC2|RP33|U5-200KD	small nuclear ribonucleoprotein U5 subunit 200	protein-coding	194.98
1-51	chr19	36008108	36009490	+	194.3	NA	promoter-TSS (NM_001297735)	promoter-TSS (NM_001297735)	14	NM_001297735	163183		NM_153233	ENSG00000181392	SYNE4	C19orf46|DFNB76|KASH4|Nesp4	spectrin repeat containing nuclear envelope family member 4	protein-coding	194.29
1-52	chr19	12774593	12775975	+	190.7	NA	intron (NM_013312, intron 1 of 22)	CpG	268	NM_013312	29911		NM_013312	ENSG00000095066	HOOK2	HK2	hook microtubule tethering protein 2	protein-coding	190.68
1-53	chr12	110501392	110502774	+	189.1	NA	promoter-TSS (NM_001286534)	promoter-TSS (NM_001286534)	28	NM_016226	51699		NM_016226	ENSG00000111237	VPS29	DC15|DC7|PEP11	VPS29 retromer complex component	protein-coding	189.05
1-54	chr13	32314960	32316342	+	188.8	NA	promoter-TSS (NM_001136571)	promoter-TSS (NM_001136571)	143	NM_000059	675		NM_000059	ENSG00000139618	BRCA2	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	BRCA2 DNA repair associated	protein-coding	188.79
1-55	chr4	17810101	17811483	+	186.6	NA	promoter-TSS (NM_022346)	promoter-TSS (NM_022346)	-35	NR_144301	54876		NM_017741	ENSG00000163257	DCAF16	C4orf30	DDB1 and CUL4 associated factor 16	protein-coding	186.56
1-56	chr3	10114953	10116335	+	186.2	NA	promoter-TSS (NM_018462)	promoter-TSS (NM_018462)	-31	NM_018462	55845		NM_018462	ENSG00000254999	BRK1	C3orf10|HSPC300|MDS027|hHBrk1	BRICK1 subunit of SCAR/WAVE actin nucleating complex	protein-coding	186.22
1-58	chr1	1079233	1080615	+	186.0	NA	Intergenic	Intergenic	-5618	NM_001205252	401934		NM_001205252	ENSG00000237330	RNF223	-	ring finger protein 223	protein-coding	185.96
1-57	chr12	98593149	98594531	+	186.0	NA	5' UTR (NM_213611, exon 1 of 7)	5' UTR (NM_213611, exon 1 of 7)	154	NM_213611	5250		NM_002635	ENSG00000075415	SLC25A3	OK/SW-cl.48|PHC|PTP|PiC	solute carrier family 25 member 3	protein-coding	186.05
1-59	chr5	43556086	43557468	+	185.8	NA	exon (NM_006451, exon 1 of 11)	exon (NM_006451, exon 1 of 11)	300	NM_006451	10605		NM_006451	ENSG00000172239	PAIP1	-	poly(A) binding protein interacting protein 1	protein-coding	185.79
1-60	chr11	65040439	65041821	+	185.1	NA	promoter-TSS (NM_013299)	promoter-TSS (NM_013299)	-80	NM_001367488	29901		NM_013299	ENSG00000168061	SAC3D1	HSU79266|SHD1	SAC3 domain containing 1	protein-coding	185.10
1-61	chr1	156504638	156506020	+	182.8	NA	Intergenic	CpG	-4554	NM_005920	4209		NM_005920	ENSG00000116604	MEF2D	-	myocyte enhancer factor 2D	protein-coding	182.78
1-62	chr19	36127308	36128690	+	182.8	NA	Intergenic	CpG	-12067	NM_001749	826		NM_001749	ENSG00000126247	CAPNS1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1|PPH6	calpain small subunit 1	protein-coding	182.78
1-63	chr7	158590223	158591605	+	181.6	NA	promoter-TSS (NR_049893)	promoter-TSS (NR_049893)	285	NR_132379	105375616		NR_132379		LINC01022	-	long intergenic non-protein coding RNA 1022	ncRNA	181.49
1-64	chr11	82900238	82901620	+	178.6	NA	promoter-TSS (NM_005040)	promoter-TSS (NM_005040)	-326	NM_199418	5547		NM_005040	ENSG00000137509	PRCP	HUMPCP|PCP	prolylcarboxypeptidase	protein-coding	178.49
1-65	chr14	105050030	105051412	+	178.0	NA	3' UTR (NM_013345, exon 4 of 4)	3' UTR (NM_013345, exon 4 of 4)	14709	NM_001278695	29933		NM_013345	ENSG00000183484	GPR132	G2A	G protein-coupled receptor 132	protein-coding	177.97
1-66	chr12	53220280	53221662	+	177.9	NA	promoter-TSS (NM_001243732)	promoter-TSS (NM_001243732)	-609	NM_001042728	5916		NM_000966	ENSG00000172819	RARG	NR1B3|RARC|RARgamma	retinoic acid receptor gamma	protein-coding	177.80
1-67	chr12	53320849	53322231	+	177.6	NA	promoter-TSS (NM_001173466)	promoter-TSS (NM_001173466)	70	NM_001173466	8086		NM_015665	ENSG00000094914	AAAS	AAA|AAASb|ADRACALA|ADRACALIN|ALADIN|GL003	aladin WD repeat nucleoporin	protein-coding	177.63
1-68	chr11	65095611	65096993	+	177.5	NA	promoter-TSS (NM_013265)	promoter-TSS (NM_013265)	88	NR_073519	738		NM_013265	ENSG00000149823	VPS51	ANG2|ANG3|C11orf2|C11orf3|FFR|PCH13	VPS51 subunit of GARP complex	protein-coding	177.54
1-69	chr5	126776421	126777803	+	177.2	NA	promoter-TSS (NM_001198557)	promoter-TSS (NM_001198557)	-24	NM_005573	4001		NM_005573	ENSG00000113368	LMNB1	ADLD|LMN|LMN2|LMNB|MCPH26	lamin B1	protein-coding	177.03
1-70	chr14	105020947	105022329	+	176.4	NA	promoter-TSS (NM_145701)	promoter-TSS (NM_145701)	-555	NM_017955	55038		NM_017955	ENSG00000170779	CDCA4	HEPP|SEI-3/HEPP	cell division cycle associated 4	protein-coding	176.43
1-71	chr6	30743853	30745235	+	173.8	NA	promoter-TSS (NM_003897).2	promoter-TSS (NM_003897).2	3	NM_003897	8870		NM_003897	ENSG00000137331	IER3	DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1	immediate early response 3	protein-coding	173.76
1-72	chr19	11089317	11090699	+	171.3	NA	promoter-TSS (NR_163945)	promoter-TSS (NR_163945)	-349	NR_163945	115271120		NR_163945		LDLR-AS1	-	LDLR antisense RNA 1	ncRNA	171.10
1-73	chr14	104985488	104986870	+	170.6	NA	promoter-TSS (NM_001364170)	promoter-TSS (NM_001364170)	-100	NM_001364170	122616		NM_174891	ENSG00000140104	CLBA1	C14orf79	clathrin binding box of aftiphilin containing 1	protein-coding	170.58
1-74	chr4	173369660	173371042	+	170.4	NA	promoter-TSS (NM_003864)	promoter-TSS (NM_003864)	-603	NM_003864	8819		NM_003864	ENSG00000164105	SAP30	-	Sin3A associated protein 30	protein-coding	170.33
1-75	chr3	150763031	150764413	+	168.6	NA	promoter-TSS (NM_005067)	promoter-TSS (NM_005067)	-553	NM_005067	6478		NM_005067	ENSG00000181788	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	protein-coding	168.61
1-76	chr12	98515047	98516429	+	167.1	NA	non-coding (NR_027157, exon 2 of 2)	non-coding (NR_027157, exon 2 of 2)	148	NM_001032283	7112		NM_003276	ENSG00000120802	TMPO	CMD1T|LAP2|LEMD4|PRO0868|TP	thymopoietin	protein-coding	167.15
1-77	chr21	46285486	46286868	+	166.4	NA	promoter-TSS (NM_001314022)	promoter-TSS (NM_001314022)	-153	NM_001314026	54059		NM_058181	ENSG00000182362	YBEY	C21orf57	ybeY metalloendoribonuclease	protein-coding	166.38
1-78	chr12	119667283	119668665	+	166.2	NA	promoter-TSS (NM_006253)	promoter-TSS (NM_006253)	-159	NM_006253	5564		NM_006253	ENSG00000111725	PRKAB1	AMPK|HAMPKb	protein kinase AMP-activated non-catalytic subunit beta 1	protein-coding	166.20
1-79	chr4	1775457	1776839	+	165.3	NA	Intergenic	Intergenic	-17145	NM_000142	2261		NM_000142	ENSG00000068078	FGFR3	ACH|CD333|CEK2|HSFGFR3EX|JTK4	fibroblast growth factor receptor 3	protein-coding	165.17
1-80	chr6	30646836	30648218	+	164.4	NA	TTS (NR_033823).2	TTS (NR_033823).2	394	NM_001161376	221545		NM_145029	ENSG00000204564	C6orf136	-	chromosome 6 open reading frame 136	protein-coding	164.40
1-82	chr6	30686746	30688128	+	163.2	NA	promoter-TSS (NM_001134870).7	promoter-TSS (NM_001134870).7	-230	NM_001134870	170954		NM_133471	ENSG00000146112	PPP1R18	HKMT1098|KIAA1949	protein phosphatase 1 regulatory subunit 18	protein-coding	163.20
1-81	chr6	30686746	30688128	+	163.2	NA	promoter-TSS (NM_001134870).7	promoter-TSS (NM_001134870).7	-230	NM_001134870	170954		NM_133471	ENSG00000146112	PPP1R18	HKMT1098|KIAA1949	protein phosphatase 1 regulatory subunit 18	protein-coding	163.20
1-83	chr11	65333161	65334543	+	158.7	NA	promoter-TSS (NM_006268)	promoter-TSS (NM_006268)	0	NM_006268	5977		NM_006268	ENSG00000133884	DPF2	CSS7|REQ|SMARCG2|UBID4|ubi-d4	double PHD fingers 2	protein-coding	158.73
1-84	chr3	10025809	10027191	+	156.9	NA	promoter-TSS (NR_002786)	promoter-TSS (NR_002786)	63	NM_033084	2177		NM_033084	ENSG00000144554	FANCD2	FA-D2|FA4|FACD|FAD|FAD2|FANCD	FA complementation group D2	protein-coding	156.93
1-85	chr3	10010572	10011954	+	156.1	NA	promoter-TSS (NM_018447)	promoter-TSS (NM_018447)	-15	NM_018447	55831		NM_018447	ENSG00000125037	EMC3	POB|TMEM111	ER membrane protein complex subunit 3	protein-coding	155.90
1-86	chr1	156591245	156592627	+	155.0	NA	exon (NM_144772, exon 1 of 6)	exon (NM_144772, exon 1 of 6)	160	NM_144772	128240		NM_144772	ENSG00000163382	NAXE	AIBP|APOA1BP|PEBEL|YJEFN1	NAD(P)HX epimerase	protein-coding	154.95
1-87	chr1	202348171	202349553	+	154.4	NA	exon (NM_002481, exon 1 of 24)	exon (NM_002481, exon 1 of 24)	160	NM_001167857	4660		NM_002481	ENSG00000077157	PPP1R12B	MYPT2|PP1bp55	protein phosphatase 1 regulatory subunit 12B	protein-coding	154.44
1-88	chr12	98503133	98504515	+	153.8	NA	promoter-TSS (NR_038383)	promoter-TSS (NR_038383)	31	NR_038383	643770		NR_038383	ENSG00000245017	LINC02453	-	long intergenic non-protein coding RNA 2453	ncRNA	153.58
1-89	chr15	40160498	40161880	+	151.9	NA	5' UTR (NM_001211, exon 1 of 23)	5' UTR (NM_001211, exon 1 of 23)	120	NM_001211	701		NM_001211	ENSG00000156970	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding	151.86
1-90	chr14	55129338	55130720	+	150.2	NA	intron (NM_002306, intron 1 of 5)	intron (NM_002306, intron 1 of 5)	777	NM_002306	3958		NM_002306	ENSG00000131981	LGALS3	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	galectin 3	protein-coding	150.14
1-91	chr19	36139376	36140758	+	148.3	NA	promoter-TSS (NM_001749)	promoter-TSS (NM_001749)	1	NM_001003962	826		NM_001749	ENSG00000126247	CAPNS1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1|PPH6	calpain small subunit 1	protein-coding	148.34
1-92	chr4	127880515	127881897	+	147.9	NA	promoter-TSS (NM_001190801)	promoter-TSS (NM_001190801)	-38	NM_001190801	10733		NM_014264	ENSG00000142731	PLK4	MCCRP2|SAK|STK18	polo like kinase 4	protein-coding	147.91
1-93	chr11	65083345	65084727	+	147.7	NA	promoter-TSS (NM_006782)	promoter-TSS (NM_006782)	4	NM_080668	113130		NM_080668	ENSG00000146670	CDCA5	SORORIN	cell division cycle associated 5	protein-coding	147.74
1-94	chr17	40448105	40449487	+	146.4	NA	intron (NM_001552, intron 1 of 3)	intron (NM_001552, intron 1 of 3)	5346	NM_001552	3487		NM_001552	ENSG00000141753	IGFBP4	BP-4|HT29-IGFBP|IBP4|IGFBP-4	insulin like growth factor binding protein 4	protein-coding	146.36
1-95	chr2	96335263	96336645	+	146.3	NA	intron (NM_001281712, intron 1 of 16)	CpG	188	NM_001281710	23397		NM_015341	ENSG00000121152	NCAPH	BRRN1|CAP-H|CAPH|MCPH23|NCAPH1	non-SMC condensin I complex subunit H	protein-coding	146.28
1-96	chr17	44898729	44900111	+	145.2	NA	promoter-TSS (NM_001258353)	promoter-TSS (NM_001258353)	25	NM_004247	9343		NM_004247	ENSG00000108883	EFTUD2	MFDGA|MFDM|SNRNP116|Snrp116|Snu114|U5-116KD	elongation factor Tu GTP binding domain containing 2	protein-coding	145.07
1-97	chr13	24922160	24923542	+	144.6	NA	promoter-TSS (NM_018451)	promoter-TSS (NM_018451)	10	NM_018451	55835		NM_018451	ENSG00000151849	CENPJ	BM032|CENP-J|CPAP|LAP|LIP1|MCPH6|SASS4|SCKL4|Sas-4	centromere protein J	protein-coding	144.56
1-98	chr12	6872418	6873800	+	143.6	NA	5' UTR (NM_001319670, exon 1 of 2)	5' UTR (NM_001319670, exon 1 of 2)	194	NM_001319670	84727		NM_032641	ENSG00000111671	SPSB2	GRCC9|SSB2	splA/ryanodine receptor domain and SOCS box containing 2	protein-coding	143.61
1-100	chr6	136249557	136250939	+	142.5	NA	promoter-TSS (NM_001099286)	promoter-TSS (NM_001099286)	63	NM_001099286	113115		NM_138419	ENSG00000146410	MTFR2	DUFD1|FAM54A	mitochondrial fission regulator 2	protein-coding	142.41
1-99	chr1	25905545	25906927	+	142.5	NA	promoter-TSS (NM_203401)	promoter-TSS (NM_203401)	-83	NM_203401	3925		NM_005563	ENSG00000117632	STMN1	C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN	stathmin 1	protein-coding	142.33
1-101	chr8	66612557	66613939	+	142.2	NA	promoter-TSS (NM_001080416)	promoter-TSS (NM_001080416)	-30	NM_001080416	4603		NM_001080416	ENSG00000185697	MYBL1	A-MYB|AMYB	MYB proto-oncogene like 1	protein-coding	142.15
1-102	chr8	94474347	94475729	+	141.2	NA	promoter-TSS (NM_001205262)	promoter-TSS (NM_001205262)	77	NM_012415	25788		NM_006550	ENSG00000197275	RAD54B	RDH54	RAD54 homolog B	protein-coding	141.21
1-103	chr18	2654869	2656251	+	140.4	NA	promoter-TSS (NM_015295)	promoter-TSS (NM_015295)	-165	NR_033754	645158		NR_033754	ENSG00000293256	CBX3P2	-	CBX3 pseudogene 2	pseudo	140.35
1-104	chr2	112763887	112765269	+	139.1	NA	promoter-TSS (NM_152515)	promoter-TSS (NM_152515)	31	NR_130712	150468		NM_152515	ENSG00000169607	CKAP2L	-	cytoskeleton associated protein 2 like	protein-coding	139.06
